subsystem,reaction
SK_HC02193_c,SK_HC02193_c
BPNT,BPNT
SK_lnlc_c,SK_lnlc_c
SK_HC02195_c,SK_HC02195_c
SK_HC02197_c,SK_HC02197_c
SK_HC02198_c,SK_HC02198_c
SK_Tyr_ggn_c,SK_Tyr_ggn_c
DM_avite1_c,DM_avite1_c
SK_btn_c,SK_btn_c
SK_c226coa_c,SK_c226coa_c
BUTt2r,BUTt2r
CPPPGO,CPPPGO
SK_lnlccoa_c,SK_lnlccoa_c
CTPS1,CTPS1
CTPS2,CTPS2
SK_lnlncgcoa_c,SK_lnlncgcoa_c
CYSTGL,CYSTGL
CYSTS,CYSTS
FPGS7_1,FPGS7_1
SK_nad_c,SK_nad_c
SK_pmtcoa_c,SK_pmtcoa_c
FTHFCL,FTHFCL
CYTDt2,CYTDt2
SK_pydx_c,SK_pydx_c
DHFR,DHFR
DHORTS,DHORTS
SK_pydxn_c,SK_pydxn_c
DHPR,DHPR
G5SADs,G5SADs
SK_retinol_c,SK_retinol_c
DMATT,DMATT
SK_tag_hs_c,SK_tag_hs_c
DTMPK,DTMPK
DURIPP,DURIPP
SK_tchola_c,SK_tchola_c
DUTPDP,DUTPDP
SK_tdechola_c,SK_tdechola_c
EX_acac_e,EX_acac_e
GALUi,GALUi
EX_adn_e,EX_adn_e
GK1,GK1
SK_thf_c,SK_thf_c
GLYLEUHYDROc,GLYLEUHYDROc
GLYLEUPEPT1tc,GLYLEUPEPT1tc
GLYPROPRO1c,GLYPROPRO1c
EX_asp__L_e,EX_asp__L_e
EX_but_e,EX_but_e
EX_din_e,EX_din_e
EX_fe2_e,EX_fe2_e
EX_fe3_e,EX_fe3_e
EX_gal_e,EX_gal_e
EX_glu__L_e,EX_glu__L_e
EX_glyb_e,EX_glyb_e
EX_glyleu_e,EX_glyleu_e
GRTT,GRTT
GUAPRT,GUAPRT
HCO3E,HCO3E
EX_h2o_e,EX_h2o_e
EX_ins_e,EX_ins_e
EX_k_e,EX_k_e
EX_lac__L_e,EX_lac__L_e
H2Ot,H2Ot
EX_leu__L_e,EX_leu__L_e
SK_tmndnc_c,SK_tmndnc_c
EX_lys__L_e,EX_lys__L_e
EX_mal__L_e,EX_mal__L_e
EX_no2_e,EX_no2_e
EX_o2_e,EX_o2_e
HMBS,HMBS
IMPD,IMPD
LEUTA,LEUTA
EX_orn_e,EX_orn_e
EX_pi_e,EX_pi_e
MAN1PT2,MAN1PT2
SK_tmndnccoa_c,SK_tmndnccoa_c
EX_ribflv_e,EX_ribflv_e
SK_vitd3_c,SK_vitd3_c
EX_succ_e,EX_succ_e
EX_thymd_e,EX_thymd_e
EX_urea_e,EX_urea_e
EX_uri_e,EX_uri_e
NDPK2,NDPK2
NDPK4,NDPK4
NDPK6,NDPK6
UDPG4E,UDPG4E
NNATr,NNATr
DXTRNt,DXTRNt
O2t,O2t
OMPDC,OMPDC
EX_dxtrn_e,EX_dxtrn_e
PGM,PGM
UREAt,UREAt
PGMT,PGMT
DHCHOLESTANATEATP,DHCHOLESTANATEATP
PIt2r,PIt2r
PNTK,PNTK
URIDK2r,URIDK2r
DHCHOLESTANATEt,DHCHOLESTANATEt
VALTA,VALTA
SERD_L,SERD_L
PPBNGS,PPBNGS
PROD2,PROD2
PROt2r,PROt2r
ASNN,ASNN
r0220_1,r0220_1
EX_dhcholestanate_e,EX_dhcholestanate_e
r0318,r0318
PRPPS,PRPPS
PTPATi,PTPATi
DADK,DADK
r0398,r0398
r0422,r0422
PPM2,PPM2
PUNP1,PUNP1
PUNP3,PUNP3
SK_dhcholestanate_c,SK_dhcholestanate_c
PUNP5,PUNP5
ACCOAC,ACCOAC
THCHOLSTOICATP,THCHOLSTOICATP
EX_pnto__R_e,EX_pnto__R_e
EX_gly_e,EX_gly_e
PUNP6,PUNP6
PUNP7,PUNP7
RNDR2,RNDR2
RNDR3,RNDR3
RNDR4,RNDR4
GLYt2r,GLYt2r
EX_cys__L_e,EX_cys__L_e
EX_thr__L_e,EX_thr__L_e
RPE,RPE
EX_gln__L_e,EX_gln__L_e
EX_thcholstoic_e,EX_thcholstoic_e
EX_phe__L_e,EX_phe__L_e
EX_tyr__L_e,EX_tyr__L_e
NTD2,NTD2
TALA,TALA
THMDt2,THMDt2
NTD10,NTD10
EX_arg__L_e,EX_arg__L_e
THRS,THRS
TKT1,TKT1
EX_for_e,EX_for_e
EX_nac_e,EX_nac_e
EX_ind3ac_e,EX_ind3ac_e
EX_nh4_e,EX_nh4_e
NH4t,NH4t
SK_thcholstoic_c,SK_thcholstoic_c
EX_ac_e,EX_ac_e
RBK,RBK
XOL7AONEATP,XOL7AONEATP
ADNK1,ADNK1
TMDPK,TMDPK
EX_mqn8_e,EX_mqn8_e
TPI,TPI
EX_xol7aone_e,EX_xol7aone_e
SK_xol7aone_c,SK_xol7aone_c
GCALDD,GCALDD
SK_xoldiolone_c,SK_xoldiolone_c
ACYP,ACYP
UAG4Ei,UAG4Ei
7KILTCHOLATP,7KILTCHOLATP
UAGDP,UAGDP
NADN,NADN
AICART,AICART
ALDD2x,ALDD2x
AMANK,AMANK
SK_dchac_c,SK_dchac_c
ARGSL,ARGSL
SK_CE1273_c,SK_CE1273_c
CITL,CITL
MALT,MALT
MDH,MDH
CSND,CSND
CYTK1,CYTK1
MI1PP,MI1PP
MI4PP,MI4PP
DRBK,DRBK
ACACT1r,ACACT1r
EX_drib_e,EX_drib_e
NT5C,NT5C
EX_fru_e,EX_fru_e
ACCOAL,ACCOAL
EX_glyc_e,EX_glyc_e
ACONT,ACONT
NMNHYD,NMNHYD
OAADC,OAADC
PFK,PFK
ACS,ACS
PRFGS,PRFGS
ADNt2,ADNt2
PYDXNK,PYDXNK
PYK,PYK
EX_malttr_e,EX_malttr_e
EX_man_e,EX_man_e
THRD_L,THRD_L
TMDS,TMDS
EX_ptrc_e,EX_ptrc_e
EX_rib__D_e,EX_rib__D_e
AHCi,AHCi
EX_spmd_e,EX_spmd_e
GALT,GALT
GLYK,GLYK
GND,GND
XYLt,XYLt
GLYALDDr,GLYALDDr
MTHFR2,MTHFR2
ARGORNt7,ARGORNt7
EX_pydxn_e,EX_pydxn_e
PYDXNtr,PYDXNtr
EX_pydx_e,EX_pydx_e
EX_pydam_e,EX_pydam_e
PYDAMtr,PYDAMtr
EX_arab__L_e,EX_arab__L_e
EX_gam_e,EX_gam_e
EX_pyr_e,EX_pyr_e
IMACTD,IMACTD
IMPC,IMPC
IZPN,IZPN
LCADi,LCADi
PYRt2,PYRt2
EX_tre_e,EX_tre_e
EX_4abut_e,EX_4abut_e
ACGAM2E,ACGAM2E
EX_btn_e,EX_btn_e
EX_ade_e,EX_ade_e
EX_etoh_e,EX_etoh_e
ABUTt2r,ABUTt2r
ETOHt,ETOHt
EX_acald_e,EX_acald_e
MVLACte,MVLACte
TIGGLYte,TIGGLYte
OBDHc,OBDHc
3OHGLUTACm,3OHGLUTACm
3OHGLUTACOAT3t,3OHGLUTACOAT3t
THMt3,THMt3
FTCD,FTCD
GLUTACOAm,GLUTACOAm
GLUTCONm,GLUTCONm
EX_taur_e,EX_taur_e
3HIVAcm,3HIVAcm
EX_tym_e,EX_tym_e
3HIVActe,3HIVActe
3HADICOAx,3HADICOAx
3HADPACx,3HADPACx
3HADPACtxc,3HADPACtxc
3HADPACte,3HADPACte
EX_3hadpac_e,EX_3hadpac_e
3OHSEBCOAx,3OHSEBCOAx
PAFABCt,PAFABCt
PAILR_HSSECt,PAILR_HSSECt
PCHLN225_HSABCt,PCHLN225_HSABCt
PCHOL2LINL_HSABCt,PCHOL2LINL_HSABCt
PCHOL2OLE_HSABCt,PCHOL2OLE_HSABCt
PCHOL2STE_HSABCt,PCHOL2STE_HSABCt
PCHOLDOC_HSABCt,PCHOLDOC_HSABCt
PCHOLEIC_HSABCt,PCHOLEIC_HSABCt
PCHOLET_HSABCt,PCHOLET_HSABCt
3OHSUBACx,3OHSUBACx
5OHHEXAc,5OHHEXAc
5OHHEXAte,5OHHEXAte
PCHOLLINL_HSABCt,PCHOLLINL_HSABCt
EX_ethmalac_e,EX_ethmalac_e
PCHOLN183_HSABCt,PCHOLN183_HSABCt
HEXGLYte,HEXGLYte
EX_lanost_e,EX_lanost_e
EX_hexgly_e,EX_hexgly_e
METHSUCC,METHSUCC
PCHOLN203_HSABCt,PCHOLN203_HSABCt
PCHOLN224_HSABCt,PCHOLN224_HSABCt
PCHOLN225_HSABCt,PCHOLN225_HSABCt
PCHOLN2254_HSABCt,PCHOLN2254_HSABCt
PCHOLOLE_HSABCt,PCHOLOLE_HSABCt
PCHOLPALME_HSABCt,PCHOLPALME_HSABCt
PE14_HSABCt,PE14_HSABCt
SUBGLYc,SUBGLYc
EX_subgly_e,EX_subgly_e
4OHBUTtmc,4OHBUTtmc
EX_4ohbut_e,EX_4ohbut_e
12HPETUPKt,12HPETUPKt
15HPETUPKt,15HPETUPKt
AK2LGCHOLABCt,AK2LGCHOLABCt
APRGSTRNABCt,APRGSTRNABCt
C14770UPKt,C14770UPKt
PE161_HSABCt,PE161_HSABCt
PE17_HSABCt,PE17_HSABCt
PE203_HSABCt,PE203_HSABCt
PE2LINL_HSABCt,PE2LINL_HSABCt
CE2510ABCt,CE2510ABCt
PEAR_HSABCt,PEAR_HSABCt
PHPYRtm,PHPYRtm
EX_3mox4hoxm_e,EX_3mox4hoxm_e
CE4970tm,CE4970tm
PELINL_HSABCt,PELINL_HSABCt
CE2026tm,CE2026tm
PEPALM_HSASBCt,PEPALM_HSASBCt
SPHMYLN181161_hs_ATPt,SPHMYLN181161_hs_ATPt
EX_CE2026_e,EX_CE2026_e
SPHMYLN18117_hs_ATPt,SPHMYLN18117_hs_ATPt
SPHMYLN18120_hs_ATPt,SPHMYLN18120_hs_ATPt
SPHMYLN18121_hs_ATPt,SPHMYLN18121_hs_ATPt
2HYDOGOAT3t,2HYDOGOAT3t
2HYDOGte,2HYDOGte
PESTE_HSABCt,PESTE_HSABCt
SPHMYLN_HsSECt,SPHMYLN_HsSECt
SPHMYLN180241_hs_SECt,SPHMYLN180241_hs_SECt
SPHMYLN18117_hs_SECt,SPHMYLN18117_hs_SECt
SPHMYLN18118_hs_SECt,SPHMYLN18118_hs_SECt
SPHMYLN18120_hs_SECt,SPHMYLN18120_hs_SECt
SPHMYLN18123_hs_SECt,SPHMYLN18123_hs_SECt
GLUTAROAT3t,GLUTAROAT3t
GLUTARte,GLUTARte
EX_thexdd_e,EX_thexdd_e
HEXDTRtm,HEXDTRtm
SPHMYLN1824_hs_SECt,SPHMYLN1824_hs_SECt
HEXDTRte,HEXDTRte
CE4968tm,CE4968tm
EX_hexdtr_e,EX_hexdtr_e
HPDECECOAm,HPDECECOAm
CE4968te,CE4968te
HPDECEm,HPDECEm
EIC21114TRc,EIC21114TRc
EIC21114TRte,EIC21114TRte
EX_eic21114tr_e,EX_eic21114tr_e
AK2LGCHOLt,AK2LGCHOLt
DIGALSGALSIDEATPte,DIGALSGALSIDEATPte
EX_CE4968_e,EX_CE4968_e
PCHOLET_HSt1e,PCHOLET_HSt1e
PCHOLHEP_HSt1e,PCHOLHEP_HSt1e
SUCACETATc,SUCACETATc
PCHOLLINL_HSt1e,PCHOLLINL_HSt1e
PCHOLN15_HSt1e,PCHOLN15_HSt1e
PCHOLN183_HSt1e,PCHOLN183_HSt1e
PCHOLN1836_HSt1e,PCHOLN1836_HSt1e
PCHOLN201_HSt1e,PCHOLN201_HSt1e
PCHOLN225_HSt1e,PCHOLN225_HSt1e
5EIPENCte,5EIPENCte
T4HCINNMte,T4HCINNMte
AGRMte,AGRMte
EANDRSTRNte,EANDRSTRNte
AHANDROSTANte,AHANDROSTANte
PCHLN225_HSt1e,PCHLN225_HSt1e
PCHOLSTE_HSt1e,PCHOLSTE_HSt1e
SUCACETOte,SUCACETOte
PE12_HSt1e,PE12_HSt1e
PE14_HSt1e,PE14_HSt1e
PE15_HSt1e,PE15_HSt1e
C05301te,C05301te
11DOCRTSLte,11DOCRTSLte
CE2211te,CE2211te
17AHPRGSTRNte,17AHPRGSTRNte
PE161_HSt1e,PE161_HSt1e
PE226_HSt1e,PE226_HSt1e
C03681te,C03681te
PEAR_HSt1e,PEAR_HSt1e
CE1352te,CE1352te
VANILLACc,VANILLACc
PELPALM_HSt1e,PELPALM_HSt1e
PESTE_HSt1e,PESTE_HSt1e
SPHMYLN_HsATPte,SPHMYLN_HsATPte
SPHMYLN180241_hs_ATPt,SPHMYLN180241_hs_ATPt
C05769te,C05769te
SAMHISTAe,SAMHISTAe
GLCRt1,GLCRt1
2HYOXPLCte,2HYOXPLCte
MHISTAte,MHISTAte
SPHMYLN18114_hs_ATPt,SPHMYLN18114_hs_ATPt
SPHMYLN18115_hs_ATPt,SPHMYLN18115_hs_ATPt
SPHMYLN18116_hs_ATPt,SPHMYLN18116_hs_ATPt
VANILLACte,VANILLACte
2OBUTt,2OBUTt
PPP9ABCte,PPP9ABCte
MLTHFte,MLTHFte
TYMte2,TYMte2
CE4890te,CE4890te
CE7085te,CE7085te
CE4877te,CE4877te
C05770te,C05770te
SPHS1Pt2e,SPHS1Pt2e
DHEAte,DHEAte
EX_dhea_e,EX_dhea_e
AHANDROSTANtr,AHANDROSTANtr
EX_ahandrostan_e,EX_ahandrostan_e
ANDRSTANDRtr,ANDRSTANDRtr
EX_andrstandn_e,EX_andrstandn_e
EX_CE2209_e,EX_CE2209_e
EX_estrone_e,EX_estrone_e
C05298te,C05298te
EX_C05299_e,EX_C05299_e
EX_C05302_e,EX_C05302_e
EX_11docrtsl_e,EX_11docrtsl_e
PTRCARGte,PTRCARGte
MLTHFte2,MLTHFte2
13DAMPPte,13DAMPPte
ARGN1ASPMDte,ARGN1ASPMDte
34DHPHAte,34DHPHAte
34DHOXMANDte,34DHOXMANDte
CE6205te,CE6205te
1A25DHVITD3te,1A25DHVITD3te
ISOBUTtm,ISOBUTtm
ISOBUTte,ISOBUTte
NACCYSte,NACCYSte
EX_agm_e,EX_agm_e
T4HCINNMtm,T4HCINNMtm
EX_prgnlone_e,EX_prgnlone_e
EX_17ahprgnlone_e,EX_17ahprgnlone_e
EX_C03681_e,EX_C03681_e
HC02020tr,HC02020tr
EX_prgnlones_e,EX_prgnlones_e
EX_CE1352_e,EX_CE1352_e
XOL24OHte,XOL24OHte
EX_xol24oh_e,EX_xol24oh_e
XOL25OHte,XOL25OHte
EX_xol25oh_e,EX_xol25oh_e
DSMSTEROLtr,DSMSTEROLtr
DSMSTEROLte,DSMSTEROLte
EX_chsterols_e,EX_chsterols_e
EX_3ityr__L_e,EX_3ityr__L_e
EX_T4hcinnm_e,EX_T4hcinnm_e
4HBZtm,4HBZtm
SUCSALtm,SUCSALtm
SUCSALte,SUCSALte
CE7081tr,CE7081tr
CE7081tm,CE7081tm
EX_35diotyr_e,EX_35diotyr_e
EX_13_cis_retn_e,EX_13_cis_retn_e
LDL_HSSYN,LDL_HSSYN
LDL_HSDEG,LDL_HSDEG
HDL_HSDEG,HDL_HSDEG
MYELIN_HSSYN,MYELIN_HSSYN
DM_myelin_hs_c,DM_myelin_hs_c
12HARACHDtr,12HARACHDtr
12HARACHDte,12HARACHDte
18HARACHDte,18HARACHDte
EX_18harachd_e,EX_18harachd_e
SQLte,SQLte
HC00460te,HC00460te
EX_HC00460_e,EX_HC00460_e
ORN_Dte,ORN_Dte
5G2OXPTte,5G2OXPTte
EX_vanillac_e,EX_vanillac_e
EX_CE7090_e,EX_CE7090_e
EX_CE7096_e,EX_CE7096_e
EX_CE4877_e,EX_CE4877_e
EX_CE1447_e,EX_CE1447_e
6HOXMELATNte,6HOXMELATNte
2H3MVc,2H3MVc
EX_trypta_e,EX_trypta_e
EX_CE2006_e,EX_CE2006_e
GLUCYSte,GLUCYSte
EX_C10164_e,EX_C10164_e
EX_n8aspmd_e,EX_n8aspmd_e
2H3MVte,2H3MVte
EX_CE6205_e,EX_CE6205_e
EX_C09642_e,EX_C09642_e
MELATNte,MELATNte
2HIVc,2HIVc
EX_C05769_e,EX_C05769_e
C05767te,C05767te
EX_C05770_e,EX_C05770_e
2HIVte,2HIVte
PPBNGte,PPBNGte
EX_ppbng_e,EX_ppbng_e
12PPDRte,12PPDRte
EX_12ppd__R_e,EX_12ppd__R_e
AMETAMte,AMETAMte
UDPG3DOPA,UDPG3DOPA
34DHPEAR,34DHPEAR
EX_dopa4sf_e,EX_dopa4sf_e
DOPA4GLCURt,DOPA4GLCURt
DOPA3GLCURt,DOPA3GLCURt
GGTe_1,GGTe_1
DOPACCL,DOPACCL
XYLUDte,XYLUDte
GLCNte,GLCNte
EX_CE0737_e,EX_CE0737_e
DOPAOQCYS,DOPAOQCYS
SPHGNSte,SPHGNSte
LACROX,LACROX
EX_2hiv_e,EX_2hiv_e
4GLU56DIHDINDt,4GLU56DIHDINDt
EX_4glu56dihdind_e,EX_4glu56dihdind_e
EX_hdd2crn_e,EX_hdd2crn_e
IM4ACte,IM4ACte
EX_im4ac_e,EX_im4ac_e
EX_CE1918_e,EX_CE1918_e
EX_mlthf_e,EX_mlthf_e
5CYSDOPAt,5CYSDOPAt
CE5025t,CE5025t
EX_CE5025_e,EX_CE5025_e
EX_CE2172_e,EX_CE2172_e
EX_ppp9_e,EX_ppp9_e
AACTte,AACTte
EX_aact_e,EX_aact_e
CE5629t,CE5629t
EX_CE5629_e,EX_CE5629_e
EX_CE2705_e,EX_CE2705_e
SPHGNte,SPHGNte
SELMETHt2e,SELMETHt2e
EX_prist_e,EX_prist_e
EX_CE2049_e,EX_CE2049_e
ACER12r,ACER12r
ACER23g,ACER23g
BGAL1e,BGAL1e
BGAL2l,BGAL2l
BGAL3l,BGAL3l
DES21,DES21
EX_gd3_hs_e,EX_gd3_hs_e
CE2047te,CE2047te
EX_CE2047_e,EX_CE2047_e
LANOSTt,LANOSTt
FDPte,FDPte
2M3HBUc,2M3HBUc
EX_gm3_hs_e,EX_gm3_hs_e
GALGLUSIDEtl2,GALGLUSIDEtl2
EX_2m3hbu_e,EX_2m3hbu_e
GBA2e,GBA2e
GD3tl,GD3tl
GLA2l,GLA2l
GLUSIDEtg,GLUSIDEtg
COKEtr,COKEtr
GM1tg,GM1tg
2M3OVCOAm,2M3OVCOAm
GM1tl,GM1tl
GM2tg,GM2tg
EX_5a2opntn_e,EX_5a2opntn_e
5A2OPNTNte,5A2OPNTNte
ARG_Dtx,ARG_Dtx
ARG_Dte,ARG_Dte
EX_arg__D_e,EX_arg__D_e
HEXA1l,HEXA1l
HEXA2l,HEXA2l
HEXA3e,HEXA3e
GD3tlc,GD3tlc
LANOSTtr,LANOSTtr
EX_idl_hs_e,EX_idl_hs_e
EX_ldl_hs_e,EX_ldl_hs_e
EX_hdl_hs_e,EX_hdl_hs_e
EX_HC00005_e,EX_HC00005_e
2M3OVACm,2M3OVACm
DM_gd3_hs_g,DM_gd3_hs_g
2M3OVACtm,2M3OVACtm
2M3HVACte,2M3HVACte
GD3tm,GD3tm
DM_pail35p_hs_n,DM_pail35p_hs_n
DM_gd3_hs_m,DM_gd3_hs_m
NEU21,NEU21
NEU23,NEU23
NEU24,NEU24
NEU25,NEU25
NEU32e,NEU32e
DM_pcreat_c,DM_pcreat_c
DM_na1_x,DM_na1_x
DM_na1_g,DM_na1_g
NEU34e,NEU34e
EX_2m3hvac_e,EX_2m3hvac_e
NEU35e,NEU35e
DM_thm_m,DM_thm_m
DM_15HPET_n,DM_15HPET_n
NEU37e,NEU37e
EX_pail_hs_e,EX_pail_hs_e
NEU38n,NEU38n
EX_CE1243_e,EX_CE1243_e
3H3MGLTc,3H3MGLTc
EX_galgluside_hs_e,EX_galgluside_hs_e
EX_ga1_hs_e,EX_ga1_hs_e
SMS1S2,SMS1S2
SMS21e,SMS21e
SPHK22n,SPHK22n
SPHMYLNte,SPHMYLNte
ST8SIA13e,ST8SIA13e
NO2t2r,NO2t2r
NH4tr,NH4tr
EX_gt1b_hs_e,EX_gt1b_hs_e
HMR_0002,HMR_0002
HMR_0015,HMR_0015
HMR_0016,HMR_0016
HMR_0020,HMR_0020
BUTt,BUTt
HMR_0164,HMR_0164
UDPGALt2n,UDPGALt2n
UDPGALt2r,UDPGALt2r
TETPENT3COAtm,TETPENT3COAtm
THCRMtl,THCRMtl
3MGLUTACtm,3MGLUTACtm
PCHOL_HStn,PCHOL_HStn
CHOLPtn,CHOLPtn
PHCRMter,PHCRMter
HMR_0166,HMR_0166
EX_3mglutac_e,EX_3mglutac_e
HMR_0168,HMR_0168
HMR_0172,HMR_0172
SPHGNtg,SPHGNtg
SPHINGStn,SPHINGStn
SPHINGStg,SPHINGStg
EX_cmpacna_e,EX_cmpacna_e
EX_gd2_hs_e,EX_gd2_hs_e
HMR_0178,HMR_0178
DHCRMtg,DHCRMtg
HMR_0180,HMR_0180
GDA1tn,GDA1tn
PHSPHINGStg,PHSPHINGStg
PHSPHINGStr,PHSPHINGStr
SK_34dhpac_c,SK_34dhpac_c
34DHPEt,34DHPEt
DM_ts3_c,DM_ts3_c
HMR_0183,HMR_0183
HMR_0184,HMR_0184
HMR_0188,HMR_0188
FACOAE120,FACOAE120
HMR_0194,HMR_0194
HMR_0200,HMR_0200
HMR_0203,HMR_0203
HMR_0206,HMR_0206
DM_sph1p_n,DM_sph1p_n
DM_sphs1p_n,DM_sphs1p_n
DM_gda1_hs_n,DM_gda1_hs_n
GALSIDEtn,GALSIDEtn
HMR_0208,HMR_0208
HMR_0210,HMR_0210
HMR_0214,HMR_0214
CERT1tn,CERT1tn
Rtotalter,Rtotalter
HMR_0215,HMR_0215
DM_phsph1p_c,DM_phsph1p_c
3MGLUTRc,3MGLUTRc
GD1Atn,GD1Atn
ATPtg,ATPtg
GD1Btl,GD1Btl
DM_gd3_hs_l,DM_gd3_hs_l
HMR_0232,HMR_0232
HMR_0235,HMR_0235
HMR_0238,HMR_0238
HMR_0240,HMR_0240
3MGLUTRte,3MGLUTRte
HMR_0243,HMR_0243
EX_3mglutr_e,EX_3mglutr_e
HMR_0244,HMR_0244
PPIOGLYc,PPIOGLYc
HMR_0246,HMR_0246
HMR_0254,HMR_0254
HMR_0256,HMR_0256
HMR_0289,HMR_0289
HMR_0292,HMR_0292
HMR_0302,HMR_0302
FACOAL1812,FACOAL1812
HMR_0303,HMR_0303
HMR_0260,HMR_0260
PPIOGLYtm,PPIOGLYtm
HMR_0267,HMR_0267
HMR_0304,HMR_0304
PPIOGLYte,PPIOGLYte
HMR_0305,HMR_0305
HMR_0306,HMR_0306
HMR_0319,HMR_0319
HMR_0322,HMR_0322
HMR_0324,HMR_0324
HMR_0325,HMR_0325
HMR_0268,HMR_0268
HMR_0270,HMR_0270
HMR_0271,HMR_0271
HMR_0272,HMR_0272
HMR_0273,HMR_0273
HMR_0276,HMR_0276
HMR_0277,HMR_0277
HMR_0280,HMR_0280
MVLACc,MVLACc
HMR_0288,HMR_0288
HMR_0811,HMR_0811
HMR_0587,HMR_0587
HMR_0593,HMR_0593
HMR_0391,HMR_0391
HMR_0392,HMR_0392
HMR_0393,HMR_0393
HMR_0394,HMR_0394
FACOAE1829Z12Z,FACOAE1829Z12Z
HMR_0410,HMR_0410
HMR_0415,HMR_0415
HMR_0329,HMR_0329
ACChex,ACChex
HMR_0344,HMR_0344
HMR_0345,HMR_0345
HMR_0346,HMR_0346
HMR_0347,HMR_0347
HMR_0354,HMR_0354
HMR_0358,HMR_0358
HMR_0367,HMR_0367
HMR_0371,HMR_0371
HMR_0381,HMR_0381
HMR_0423,HMR_0423
HMR_0426,HMR_0426
HMR_0427,HMR_0427
HMR_0429,HMR_0429
HMR_0430,HMR_0430
HMR_0597,HMR_0597
HMR_0598,HMR_0598
HMR_0601,HMR_0601
HMR_0433,HMR_0433
HMR_0434,HMR_0434
HMR_0437,HMR_0437
HMR_0383,HMR_0383
HMR_0384,HMR_0384
HMR_0386,HMR_0386
HMR_0814,HMR_0814
HMR_0469,HMR_0469
HMR_0582,HMR_0582
HMR_0629,HMR_0629
HMR_0817,HMR_0817
HMR_0822,HMR_0822
HMR_0823,HMR_0823
HMR_0960,HMR_0960
HMR_0641,HMR_0641
HMR_0966,HMR_0966
HMR_0824,HMR_0824
HMR_0825,HMR_0825
HMR_0984,HMR_0984
HMR_0827,HMR_0827
HMR_0985,HMR_0985
HMR_0830,HMR_0830
HMR_0986,HMR_0986
HMR_0653,HMR_0653
HMR_0836,HMR_0836
HMR_0837,HMR_0837
HMR_0839,HMR_0839
HMR_1030,HMR_1030
HMR_1033,HMR_1033
HMR_1037,HMR_1037
HMR_1039,HMR_1039
HMR_1077,HMR_1077
HMR_0841,HMR_0841
HMR_0843,HMR_0843
HMR_0846,HMR_0846
HMR_0847,HMR_0847
HMR_0852,HMR_0852
HMR_0853,HMR_0853
HMR_0855,HMR_0855
HMR_0868,HMR_0868
HMR_0870,HMR_0870
HMR_1081,HMR_1081
HMR_1084,HMR_1084
HMR_1085,HMR_1085
HMR_1095,HMR_1095
HMR_1102,HMR_1102
HMR_1127,HMR_1127
HMR_0873,HMR_0873
HMR_0875,HMR_0875
HMR_0876,HMR_0876
HMR_0877,HMR_0877
HMR_1242,HMR_1242
HMR_1284,HMR_1284
HMR_1305,HMR_1305
HMR_1306,HMR_1306
HMR_0890,HMR_0890
HMR_0907,HMR_0907
HMR_0654,HMR_0654
HMR_0910,HMR_0910
HMR_0911,HMR_0911
HMR_0912,HMR_0912
HMR_1311,HMR_1311
HMR_1315,HMR_1315
HMR_1325,HMR_1325
HMR_1331,HMR_1331
HMR_1373,HMR_1373
HMR_1388,HMR_1388
HMR_1392,HMR_1392
HMR_1465,HMR_1465
HMR_1738,HMR_1738
HMR_1740,HMR_1740
HMR_1744,HMR_1744
SMO,SMO
HMR_0657,HMR_0657
LNSTLS,LNSTLS
HMR_1479,HMR_1479
C3STDH1,C3STDH1
HMR_1745,HMR_1745
HMR_1746,HMR_1746
HMR_1747,HMR_1747
HMR_1748,HMR_1748
HMR_1502,HMR_1502
HMR_1503,HMR_1503
HMR_1505,HMR_1505
CHLSTI_1,CHLSTI_1
HMR_1753,HMR_1753
HMR_1756,HMR_1756
DSMSTOLR,DSMSTOLR
HMR_1758,HMR_1758
HMR_0672,HMR_0672
HMR_1759,HMR_1759
HMR_1536,HMR_1536
HMR_1538,HMR_1538
HMR_1539,HMR_1539
HMR_1762,HMR_1762
HMR_1765,HMR_1765
HMR_1767,HMR_1767
HMR_1768,HMR_1768
HMR_1771,HMR_1771
HMR_1781,HMR_1781
HMR_0753,HMR_0753
HMR_1783,HMR_1783
HMR_1785,HMR_1785
HMR_1543,HMR_1543
HMR_1547,HMR_1547
HMR_1549,HMR_1549
HMR_1786,HMR_1786
HMR_1838,HMR_1838
HMR_1550,HMR_1550
HMR_1897,HMR_1897
HMR_1551,HMR_1551
HMR_1916,HMR_1916
HMR_0765,HMR_0765
HMR_1927,HMR_1927
HMR_1627,HMR_1627
HMR_1629,HMR_1629
HMR_1630,HMR_1630
HMR_1631,HMR_1631
HMR_1637,HMR_1637
HMR_1929,HMR_1929
HMR_1653,HMR_1653
HMR_0767,HMR_0767
HMR_1666,HMR_1666
HMR_1706,HMR_1706
HMR_1940,HMR_1940
HMR_1944,HMR_1944
HMR_1949,HMR_1949
HMR_1958,HMR_1958
HMR_1962,HMR_1962
HMR_1968,HMR_1968
HMR_1971,HMR_1971
HMR_1996,HMR_1996
HMR_0769,HMR_0769
HMR_2010,HMR_2010
HMR_2016,HMR_2016
HMR_1980,HMR_1980
HMR_1981,HMR_1981
HMR_1982,HMR_1982
HMR_1983,HMR_1983
HMR_2018,HMR_2018
HMR_2029,HMR_2029
HMR_0770,HMR_0770
HMR_2041,HMR_2041
HMR_2088,HMR_2088
HMR_2089,HMR_2089
HMR_0771,HMR_0771
